date,temp_max,temp_min,precipitation
2020-04-02,13.5,2.6,0.0
2020-04-03,10.2,5.8,9.5
2020-04-04,14.4,7.0,0.4
2020-04-05,15.9,5.5,0.0
2020-04-06,17.4,7.4,1.4
2020-04-07,17.1,7.3,0.3
2020-04-08,18.9,8.2,5.6
2020-04-09,16.4,6.0,9.6
2020-04-10,9.2,3.4,1.4
2020-04-11,11.2,2.2,0.0
2020-04-12,15.4,2.2,0.1
2020-04-13,18.7,12.2,41.4
2020-04-14,13.3,6.2,0.0
2020-04-15,10.9,4.5,1.5
2020-04-16,8.9,2.6,0.2
2020-04-17,10.3,-0.5,2.4
2020-04-18,8.7,3.1,7.4
2020-04-19,15.5,1.5,0.0
2020-04-20,11.9,6.0,0.0
2020-04-21,15.5,4.2,6.9
2020-04-22,9.5,0.7,0.0
2020-04-23,9.8,0.9,1.3
2020-04-24,9.0,4.8,14.6
2020-04-25,16.6,2.9,0.0
2020-04-26,9.5,5.7,8.9
2020-04-27,8.2,4.4,1.3
2020-04-28,17.6,2.3,0.0
2020-04-29,13.6,4.1,1.8
2020-04-30,15.4,9.8,26.8
2020-05-01,18.5,11.1,8.3
2020-05-02,21.5,8.9,0.0
2020-05-03,24.6,11.1,4.7
2020-05-04,20.1,8.5,0.5
2020-05-05,15.0,6.7,0.0
2020-05-06,11.6,6.4,3.4
2020-05-07,17.0,5.5,0.4
2020-05-08,10.9,5.5,10.1
2020-05-09,8.1,0.6,1.4
2020-05-10,16.0,2.6,0.0
2020-05-11,15.0,5.8,2.5
2020-05-12,14.8,4.9,0.0
2020-05-13,15.8,2.6,0.0
2020-05-14,16.3,3.7,0.0
2020-05-15,27.7,12.5,3.9
2020-05-16,23.4,15.3,1.1
2020-05-17,16.5,10.3,0.0
2020-05-18,20.3,10.3,0.0
2020-05-19,18.3,10.4,0.0
2020-05-20,17.2,7.4,0.0
2020-05-21,16.0,5.9,0.0
2020-05-22,22.1,11.5,3.1
2020-05-23,20.3,12.1,12.1
2020-05-24,18.8,10.1,0.0
2020-05-25,19.9,12.5,0.0
2020-05-26,21.8,12.8,0.0
2020-05-27,22.2,14.8,0.0
2020-05-28,22.9,15.9,0.9
2020-05-29,25.8,18.6,1.0
2020-05-30,26.1,19.2,4.6
2020-05-31,20.5,12.3,0.0
2020-06-01,19.6,9.1,0.3
2020-06-02,21.6,12.1,0.0
2020-06-03,28.8,15.0,8.3
2020-06-04,29.1,17.1,0.1
2020-06-05,24.2,20.2,23.5
2020-06-06,29.4,19.6,3.2
2020-06-07,24.6,15.9,0.0
2020-06-08,25.4,13.6,0.0
2020-06-09,30.4,14.2,0.0
2020-06-10,26.9,19.2,0.0
2020-06-11,28.4,21.9,21.7
2020-06-12,28.5,19.0,0.0
2020-06-13,22.8,14.9,0.0
2020-06-14,22.1,12.1,0.0
2020-06-15,22.7,14.5,0.0
2020-06-16,24.2,14.0,0.0
2020-06-17,24.6,14.4,0.0
2020-06-18,23.5,17.6,2.0
2020-06-19,24.9,18.6,0.8
2020-06-20,27.1,18.6,0.6
2020-06-21,27.6,19.3,0.2
2020-06-22,30.5,20.3,0.0
2020-06-23,27.8,20.3,0.0
2020-06-24,30.1,21.0,0.1
2020-06-25,28.6,18.4,0.0
2020-06-26,30.3,18.5,0.1
2020-06-27,26.5,18.4,5.9
2020-06-28,28.8,20.0,2.5
2020-06-29,29.1,20.1,0.7
2020-06-30,25.5,19.1,11.9
2020-07-01,26.6,19.7,6.6
2020-07-02,31.8,19.9,0.0
2020-07-03,31.6,21.9,17.5
2020-07-04,28.9,20.7,1.6
2020-07-05,32.5,21.6,0.1
2020-07-06,32.7,20.9,0.4
2020-07-07,26.7,22.2,1.9
2020-07-08,28.2,22.8,1.1
2020-07-09,29.7,21.9,0.0
2020-07-10,24.4,22.5,37.9
2020-07-11,28.3,22.4,9.3
2020-07-12,31.0,20.8,0.0
2020-07-13,31.2,21.3,1.2
2020-07-14,28.2,20.0,0.1
2020-07-15,25.3,20.3,0.7
2020-07-16,24.1,20.3,0.0
2020-07-17,29.3,20.3,4.4
2020-07-18,32.7,20.9,0.0
2020-07-19,33.8,21.8,0.0
2020-07-20,35.8,24.4,0.0
2020-07-21,31.8,22.0,0.0
2020-07-22,31.8,23.7,3.4
2020-07-23,31.1,23.1,8.5
2020-07-24,25.9,22.1,22.1
2020-07-25,29.9,21.2,0.0
2020-07-26,34.2,23.0,0.0
2020-07-27,35.5,21.6,0.0
2020-07-28,34.2,25.1,1.8
2020-07-29,31.3,22.9,0.0
2020-07-30,32.5,22.9,0.0
2020-07-31,27.1,22.0,13.6
2020-08-01,29.5,19.9,0.0
2020-08-02,29.0,23.4,4.4
2020-08-03,31.6,23.6,2.3
2020-08-04,26.7,23.1,21.1
2020-08-05,30.7,21.3,0.0
2020-08-06,25.4,18.8,2.6
2020-08-07,27.2,21.6,2.7
2020-08-08,26.4,20.6,13.1
2020-08-09,29.1,20.7,0.5
2020-08-10,31.4,22.3,0.0
2020-08-11,29.2,23.9,0.7
2020-08-12,30.7,23.3,7.6
2020-08-13,25.6,22.9,5.4
2020-08-14,29.6,22.1,0.2
2020-08-15,28.8,21.0,0.3
2020-08-16,21.4,18.6,13.4
2020-08-17,25.9,16.6,6.0
2020-08-18,28.3,18.4,0.0
2020-08-19,23.8,19.0,5.5
2020-08-20,25.7,16.7,0.0
2020-08-21,28.6,18.0,0.0
2020-08-22,29.9,21.3,2.6
2020-08-23,28.3,20.4,0.0
2020-08-24,31.7,21.7,0.1
2020-08-25,33.0,22.6,0.3
2020-08-26,26.0,19.2,0.0
2020-08-27,33.4,19.3,1.5
2020-08-28,31.5,20.6,0.6
2020-08-29,25.5,22.2,21.1
2020-08-30,25.6,17.9,0.0
2020-08-31,23.2,15.7,0.0
2020-09-01,24.9,19.8,0.2
2020-09-02,25.0,19.8,12.6
2020-09-03,29.5,22.7,20.7
2020-09-04,28.7,19.2,0.0
2020-09-05,25.6,16.4,0.0
2020-09-06,26.5,16.8,0.0
2020-09-07,24.9,16.7,0.0
2020-09-08,26.9,17.0,0.0
2020-09-09,26.4,19.0,0.9
2020-09-10,27.1,22.0,16.9
2020-09-11,24.5,17.3,0.7
2020-09-12,21.0,16.0,0.0
2020-09-13,23.0,16.5,1.5
2020-09-14,24.8,14.9,0.0
2020-09-15,18.9,11.4,0.0
2020-09-16,22.1,11.8,0.0
2020-09-17,22.2,16.2,0.0
2020-09-18,19.8,13.1,0.0
2020-09-19,16.9,9.5,0.0
2020-09-20,16.6,9.5,0.0
2020-09-21,18.3,8.4,0.0
2020-09-22,22.1,9.0,0.0
2020-09-23,26.0,11.9,0.0
2020-09-24,24.5,12.7,0.0
2020-09-25,24.7,13.3,0.0
2020-09-26,22.6,15.1,1.3
2020-09-27,25.2,17.3,0.6
2020-09-28,23.8,19.4,1.3
2020-09-29,23.6,18.1,14.7
2020-09-30,21.2,15.7,26.8
2020-10-01,22.0,14.2,0.3
2020-10-02,18.2,12.3,4.0
2020-10-03,18.5,9.9,0.0
2020-10-04,18.6,9.6,0.5
2020-10-05,19.6,11.0,0.0
2020-10-06,20.0,11.2,0.2
2020-10-07,24.3,13.1,0.2
2020-10-08,17.7,9.7,0.0
2020-10-09,19.4,9.1,0.0
2020-10-10,23.7,13.7,0.0
2020-10-11,19.2,14.6,1.0
2020-10-12,13.7,11.2,24.6
2020-10-13,15.1,12.7,9.2
2020-10-14,20.4,9.1,0.0
2020-10-15,22.1,11.3,0.0
2020-10-16,17.1,9.6,24.5
2020-10-17,15.2,7.2,3.1
2020-10-18,16.8,7.1,0.0
2020-10-19,17.7,9.1,0.0
2020-10-20,21.4,12.9,0.0
2020-10-21,19.8,14.5,0.3
2020-10-22,20.9,16.3,0.0
2020-10-23,20.0,15.9,0.3
2020-10-24,21.1,9.2,0.4
2020-10-25,10.8,7.0,1.2
2020-10-26,16.6,11.2,1.6
2020-10-27,15.4,12.3,0.8
2020-10-28,16.3,11.3,2.9
2020-10-29,12.4,8.3,38.0
2020-10-30,8.2,2.9,18.2
2020-10-31,7.0,-0.0,0.0
2020-11-01,13.8,4.6,8.0
2020-11-02,6.5,2.9,0.4
2020-11-03,12.2,4.3,0.0
2020-11-04,16.6,4.0,0.0
2020-11-05,18.8,7.1,0.0
2020-11-06,20.3,9.5,0.0
2020-11-07,21.7,7.8,0.0
2020-11-08,21.6,7.8,0.0
2020-11-09,21.5,7.8,0.0
2020-11-10,21.7,11.4,0.0
2020-11-11,21.8,15.4,16.0
2020-11-12,18.4,8.5,9.7
2020-11-13,11.1,6.0,3.5
2020-11-14,11.2,3.8,0.0
2020-11-15,17.3,2.4,6.1
2020-11-16,11.3,4.2,0.0
2020-11-17,8.6,1.9,1.3
2020-11-18,2.0,-2.7,0.0
2020-11-19,7.2,-2.7,0.0
2020-11-20,14.7,5.1,0.0
2020-11-21,15.6,6.6,0.0
2020-11-22,13.5,4.6,0.2
2020-11-23,13.9,4.3,15.8
2020-11-24,8.4,2.9,0.0
2020-11-25,11.7,4.7,0.4
2020-11-26,17.1,9.2,12.7
2020-11-27,15.9,6.5,0.0
2020-11-28,13.0,4.6,0.0
2020-11-29,10.9,1.8,0.0
2020-11-30,16.5,4.9,36.3
2020-12-01,14.3,2.8,0.4
2020-12-02,6.9,1.5,0.0
2020-12-03,9.7,0.4,0.1
2020-12-04,11.4,4.4,4.3
2020-12-05,6.9,3.1,22.0
2020-12-06,3.8,0.3,0.0
2020-12-07,4.2,-1.9,0.0
2020-12-08,3.5,-1.4,0.0
2020-12-09,4.0,-2.3,0.5
2020-12-10,9.3,-0.3,0.0
2020-12-11,11.1,-0.4,0.0
2020-12-12,12.6,2.4,0.8
2020-12-13,14.7,4.5,0.1
2020-12-14,4.4,1.8,6.7
2020-12-15,3.7,-2.0,0.0
2020-12-16,0.6,-4.1,13.9
2020-12-17,0.5,-4.6,16.3
2020-12-18,-1.8,-7.7,0.0
2020-12-19,-1.7,-9.6,0.0
2020-12-20,3.2,-7.4,0.8
2020-12-21,3.2,-1.1,0.0
2020-12-22,5.6,-0.9,0.0
2020-12-23,3.2,-4.6,0.0
2020-12-24,14.4,3.4,5.8
2020-12-25,14.6,-1.9,34.9
2020-12-26,-0.2,-5.1,0.0
2020-12-27,2.7,-4.7,0.0
2020-12-28,9.4,-0.6,0.0
2020-12-29,3.1,-3.0,0.0
2020-12-30,4.0,-3.7,0.0
2020-12-31,8.5,0.1,9.7
2021-01-01,3.6,-2.5,10.0
2021-01-02,9.9,0.6,2.2
2021-01-03,3.6,-1.2,6.8
2021-01-04,6.6,0.7,1.2
2021-01-05,5.0,0.6,0.0
2021-01-06,4.8,-1.1,0.0
2021-01-07,6.0,-1.7,0.0
2021-01-08,5.3,-3.6,0.0
2021-01-09,2.0,-4.1,0.0
2021-01-10,5.3,-2.9,0.0
2021-01-11,2.2,-4.5,0.0
2021-01-12,5.9,-2.8,0.0
2021-01-13,6.2,-3.8,0.0
2021-01-14,9.0,-0.7,0.0
2021-01-15,7.8,-0.9,5.9
2021-01-16,8.2,1.7,18.5
2021-01-17,7.5,-0.0,0.0
2021-01-18,6.7,0.2,0.0
2021-01-19,4.8,-1.6,0.0
2021-01-20,4.5,-4.0,1.0
2021-01-21,5.4,-4.9,0.0
2021-01-22,6.8,-1.2,0.0
2021-01-23,-0.2,-4.8,0.0
2021-01-24,0.2,-5.6,0.0
2021-01-25,3.5,-4.8,0.0
2021-01-26,1.4,-1.5,4.9
2021-01-27,4.3,-2.2,0.2
2021-01-28,0.1,-6.6,0.0
2021-01-29,-4.0,-9.2,0.0
2021-01-30,0.9,-8.9,0.0
2021-01-31,-2.8,-7.8,3.4
2021-02-01,0.7,-4.1,38.4
2021-02-02,1.4,-1.9,3.5
2021-02-03,1.4,-2.2,0.1
2021-02-04,3.4,-3.5,0.0
2021-02-05,5.0,-2.7,2.2
2021-02-06,4.1,-5.0,0.0
2021-02-07,0.1,-4.7,7.7
2021-02-08,-3.5,-10.9,0.0
2021-02-09,0.9,-9.9,2.0
2021-02-10,0.1,-9.2,0.3
2021-02-11,0.3,-5.1,4.3
2021-02-12,-2.7,-11.6,0.0
2021-02-13,-2.5,-7.6,1.4
2021-02-14,2.4,-2.7,0.4
2021-02-15,0.5,-2.6,1.8
2021-02-16,8.5,-1.4,30.8
2021-02-17,-1.2,-6.8,0.0
2021-02-18,-2.5,-5.2,13.7
2021-02-19,-0.5,-3.4,4.9
2021-02-20,-0.0,-6.0,0.0
2021-02-21,0.5,-8.4,0.0
2021-02-22,2.5,-7.2,13.9
2021-02-23,5.8,-1.6,0.6
2021-02-24,11.1,-0.9,0.0
2021-02-25,8.1,-2.3,0.0
2021-02-26,6.2,-3.2,0.0
2021-02-27,11.9,2.8,11.5
2021-02-28,7.9,0.4,5.7
2021-03-01,9.0,0.2,7.2
2021-03-02,-0.0,-7.1,0.0
2021-03-03,10.7,-2.7,0.0
2021-03-04,5.8,-3.7,0.0
2021-03-05,2.2,-6.5,0.0
2021-03-06,1.5,-5.1,0.0
2021-03-07,4.5,-5.1,0.0
2021-03-08,6.1,-6.5,0.0
2021-03-09,16.1,0.3,0.0
2021-03-10,10.5,-1.1,0.0
2021-03-11,20.1,2.6,0.0
2021-03-12,18.8,9.6,0.1
2021-03-13,8.9,-1.4,0.0
2021-03-14,10.2,-1.4,0.0
2021-03-15,2.9,-6.0,0.0
2021-03-16,2.5,-3.8,0.1
2021-03-17,7.9,0.4,0.0
2021-03-18,7.6,4.1,18.7
2021-03-19,5.7,-2.4,2.6
2021-03-20,12.7,-3.6,0.0
2021-03-21,15.1,-0.5,0.0
2021-03-22,13.2,-0.9,0.0
2021-03-23,16.2,1.5,0.0
2021-03-24,13.2,4.1,30.3
2021-03-25,19.6,8.9,1.4
2021-03-26,25.7,9.8,1.7
2021-03-27,17.7,6.7,0.0
2021-03-28,19.1,7.9,16.7
2021-03-29,11.6,3.0,0.0
2021-03-30,12.6,0.7,0.0
2021-03-31,16.8,7.5,17.1
2021-04-01,11.2,2.2,3.1
2021-04-02,3.6,-3.3,0.0
2021-04-03,11.0,-2.1,0.0
2021-04-04,15.9,3.8,0.0
2021-04-05,18.2,5.8,0.0
2021-04-06,18.4,5.1,0.0
2021-04-07,20.0,6.7,1.2
2021-04-08,17.9,5.2,0.0
2021-04-09,12.3,5.7,0.0
2021-04-10,16.5,8.8,1.3
2021-04-11,14.7,8.5,29.4
2021-04-12,9.1,6.8,12.1
2021-04-13,18.5,5.9,3.6
2021-04-14,20.1,5.8,0.0
2021-04-15,13.0,7.2,15.0
2021-04-16,12.3,3.7,2.0
2021-04-17,12.1,5.1,0.2
2021-04-18,15.5,5.4,0.0
2021-04-19,17.0,5.8,0.0
2021-04-20,21.6,6.5,0.0
2021-04-21,18.3,3.3,2.2
2021-04-22,8.2,1.4,0.0
2021-04-23,15.6,2.0,0.0
2021-04-24,20.1,5.2,0.0
2021-04-25,16.7,8.6,13.0
2021-04-26,14.0,3.7,0.0
2021-04-27,14.6,3.9,0.6
2021-04-28,27.1,8.2,0.0
2021-04-29,22.9,12.6,3.1
2021-04-30,19.0,7.0,0.2
2021-05-01,17.5,5.1,0.0
2021-05-02,26.3,12.1,0.0
2021-05-03,16.2,11.6,8.4
2021-05-04,22.3,11.1,9.6
2021-05-05,15.5,10.9,8.3
2021-05-06,17.4,8.8,0.0
2021-05-07,16.6,7.9,0.0
2021-05-08,11.6,7.5,2.7
2021-05-09,16.9,5.8,8.9
2021-05-10,15.2,8.2,2.3
2021-05-11,16.9,8.1,0.3
2021-05-12,18.0,5.9,0.0
2021-05-13,19.3,7.4,0.0
2021-05-14,22.1,7.6,0.0
2021-05-15,22.8,8.4,0.0
2021-05-16,21.8,10.2,0.0
2021-05-17,23.0,9.7,0.0
2021-05-18,26.6,11.2,0.0
2021-05-19,28.7,13.1,0.0
2021-05-20,21.7,12.4,0.0
2021-05-21,23.1,11.8,0.0
2021-05-22,30.9,16.8,0.0
2021-05-23,31.7,19.1,0.0
2021-05-24,18.1,13.9,0.0
2021-05-25,21.7,13.2,0.0
2021-05-26,29.4,17.5,2.5
2021-05-27,27.8,17.5,1.9
2021-05-28,19.0,10.3,29.9
2021-05-29,11.2,8.5,23.8
2021-05-30,11.6,8.5,14.1
2021-05-31,20.6,9.5,0.7
2021-06-01,23.9,9.6,0.0
2021-06-02,21.8,12.7,0.0
2021-06-03,22.5,13.2,14.8
2021-06-04,25.5,17.7,4.1
2021-06-05,31.6,17.2,0.0
2021-06-06,31.5,20.3,0.0
2021-06-07,30.4,20.9,0.3
2021-06-08,30.3,21.9,5.8
2021-06-09,30.5,21.5,1.4
2021-06-10,26.6,16.6,0.2
2021-06-11,20.8,15.4,0.7
2021-06-12,21.4,16.1,0.2
2021-06-13,23.7,14.8,0.1
2021-06-14,21.4,17.7,17.8
2021-06-15,25.5,17.4,0.6
2021-06-16,23.4,15.4,0.0
2021-06-17,24.1,12.4,0.0
2021-06-18,27.6,13.4,0.0
2021-06-19,32.4,19.6,2.0
2021-06-20,29.3,17.3,0.3
2021-06-21,27.9,21.7,0.6
2021-06-22,24.6,14.6,8.7
2021-06-23,23.3,12.4,0.0
2021-06-24,22.8,13.6,0.0
2021-06-25,24.3,15.9,0.0
2021-06-26,26.3,18.6,1.8
2021-06-27,29.3,22.2,0.5
2021-06-28,32.6,23.0,0.0
2021-06-29,33.6,24.1,0.0
2021-06-30,35.5,25.0,0.0
2021-07-01,28.7,21.9,23.5
2021-07-02,24.5,18.4,28.2
2021-07-03,19.6,16.5,15.9
2021-07-04,25.1,15.7,1.7
2021-07-05,26.4,18.1,0.2
2021-07-06,33.4,22.0,1.6
2021-07-07,31.9,22.1,0.0
2021-07-08,28.0,21.5,13.2
2021-07-09,30.1,21.9,36.2
2021-07-10,25.9,20.9,1.1
2021-07-11,24.8,20.0,2.6
2021-07-12,28.5,22.7,16.3
2021-07-13,25.8,21.2,1.5
2021-07-14,30.6,21.7,1.3
2021-07-15,29.4,21.2,0.1
2021-07-16,32.5,23.4,0.4
2021-07-17,30.8,23.4,16.3
2021-07-18,28.5,23.1,7.4
2021-07-19,27.8,21.0,0.2
2021-07-20,31.1,21.2,0.0
2021-07-21,28.1,20.4,5.3
2021-07-22,26.8,17.8,0.0
2021-07-23,26.4,17.5,0.0
2021-07-24,26.8,18.2,0.0
2021-07-25,28.8,20.0,7.9
2021-07-26,31.9,21.7,0.0
2021-07-27,30.6,19.5,0.1
2021-07-28,27.0,20.4,1.1
2021-07-29,25.5,19.8,32.2
2021-07-30,28.0,18.4,0.0
2021-07-31,25.9,14.5,0.0
2021-08-01,24.2,16.5,0.7
2021-08-02,26.6,17.3,0.0
2021-08-03,24.3,15.8,0.0
2021-08-04,24.5,17.6,0.8
2021-08-05,27.1,17.5,0.1
2021-08-06,28.8,17.2,0.0
2021-08-07,29.7,19.7,0.0
2021-08-08,22.8,18.9,13.3
2021-08-09,26.4,20.3,0.6
2021-08-10,27.3,20.4,6.4
2021-08-11,31.8,23.1,2.9
2021-08-12,35.2,23.0,0.0
2021-08-13,33.1,24.8,0.0
2021-08-14,31.5,23.8,5.2
2021-08-15,27.7,20.4,0.0
2021-08-16,26.6,20.1,0.0
2021-08-17,26.2,22.0,2.3
2021-08-18,27.0,21.1,2.9
2021-08-19,30.4,23.5,7.3
2021-08-20,26.7,22.1,1.8
2021-08-21,27.1,22.1,1.2
2021-08-22,23.6,22.4,68.7
2021-08-23,28.6,21.9,33.7
2021-08-24,30.9,21.9,0.0
2021-08-25,31.3,20.2,0.0
2021-08-26,31.9,22.6,0.1
2021-08-27,32.4,23.5,1.6
2021-08-28,26.0,20.1,3.3
2021-08-29,24.5,19.2,2.0
2021-08-30,28.7,21.7,5.2
2021-08-31,28.9,21.3,0.0
2021-09-01,22.6,17.9,117.0
2021-09-02,24.5,15.2,16.9
2021-09-03,22.0,14.3,0.0
2021-09-04,25.0,14.8,0.0
2021-09-05,24.6,17.0,1.2
2021-09-06,27.1,18.5,0.0
2021-09-07,26.1,15.5,0.0
2021-09-08,26.6,19.8,1.6
2021-09-09,21.8,19.5,18.4
2021-09-10,23.0,16.1,0.0
2021-09-11,24.8,13.4,0.0
2021-09-12,29.0,18.5,0.0
2021-09-13,29.1,21.6,1.7
2021-09-14,25.8,19.3,0.0
2021-09-15,30.0,20.8,0.8
2021-09-16,24.1,19.3,4.0
2021-09-17,23.8,20.2,1.6
2021-09-18,27.4,19.3,0.4
2021-09-19,23.6,16.9,0.0
2021-09-20,22.8,15.2,0.3
2021-09-21,23.1,16.9,1.7
2021-09-22,25.1,19.7,3.3
2021-09-23,26.1,17.5,23.2
2021-09-24,22.4,14.8,21.4
2021-09-25,22.7,14.0,0.0
2021-09-26,21.5,15.6,0.0
2021-09-27,26.0,14.7,0.0
2021-09-28,22.5,15.2,15.3
2021-09-29,20.2,11.6,0.1
2021-09-30,19.1,12.6,0.0
2021-10-01,19.5,9.7,0.0
2021-10-02,23.9,10.8,0.0
2021-10-03,26.0,13.0,0.0
2021-10-04,21.2,16.5,22.8
2021-10-05,20.0,15.2,0.0
2021-10-06,20.5,16.2,0.0
2021-10-07,22.5,16.0,0.4
2021-10-08,24.0,14.0,0.0
2021-10-09,20.3,15.3,0.4
2021-10-10,18.9,16.6,2.8
2021-10-11,21.6,16.4,0.0
2021-10-12,21.6,15.1,0.0
2021-10-13,21.7,15.2,0.1
2021-10-14,25.1,15.3,0.0
2021-10-15,25.1,15.0,0.0
2021-10-16,24.6,14.8,17.9
2021-10-17,17.5,11.2,0.1
2021-10-18,16.0,9.2,0.0
2021-10-19,19.2,8.3,0.0
2021-10-20,24.3,13.8,0.0
2021-10-21,23.1,11.9,0.0
2021-10-22,20.3,14.2,0.0
2021-10-23,16.2,10.6,0.4
2021-10-24,15.6,7.4,2.8
2021-10-25,23.2,14.8,12.0
2021-10-26,17.1,13.2,76.8
2021-10-27,16.2,11.7,5.6
2021-10-28,15.2,8.1,0.0
2021-10-29,14.3,8.8,11.4
2021-10-30,17.8,13.7,5.3
2021-10-31,18.4,12.5,5.2
2021-11-01,14.6,7.7,0.0
2021-11-02,11.5,6.5,0.7
2021-11-03,11.0,3.6,0.1
2021-11-04,9.9,2.8,0.0
2021-11-05,10.7,3.4,0.0
2021-11-06,10.6,3.1,0.0
2021-11-07,11.9,2.8,0.0
2021-11-08,16.6,6.7,0.0
2021-11-09,19.6,6.0,0.0
2021-11-10,17.4,7.1,0.4
2021-11-11,15.2,4.0,0.7
2021-11-12,18.6,8.0,15.8
2021-11-13,16.2,4.7,3.8
2021-11-14,8.5,3.0,1.2
2021-11-15,8.7,2.1,0.6
2021-11-16,9.6,2.0,0.0
2021-11-17,12.4,0.4,0.0
2021-11-18,19.0,9.6,3.7
2021-11-19,9.4,3.1,1.9
2021-11-20,6.8,0.3,0.0
2021-11-21,12.0,4.8,0.7
2021-11-22,11.4,1.9,1.4
2021-11-23,5.6,-0.3,0.5
2021-11-24,7.1,-1.5,0.0
2021-11-25,11.4,1.1,0.0
2021-11-26,7.3,1.8,8.4
2021-11-27,4.6,0.6,0.0
2021-11-28,4.6,0.4,2.0
2021-11-29,6.0,-0.7,0.3
2021-11-30,4.8,-2.5,0.2
2021-12-01,8.7,1.1,0.1
2021-12-02,13.7,5.8,2.1
2021-12-03,8.4,1.1,0.0
2021-12-04,8.5,0.4,0.0
2021-12-05,8.4,0.1,0.0
2021-12-06,16.4,8.8,5.6
2021-12-07,6.6,0.8,0.0
2021-12-08,4.8,0.6,0.5
2021-12-09,3.7,-1.8,0.0
2021-12-10,8.6,2.6,0.0
2021-12-11,17.5,5.0,6.8
2021-12-12,11.0,3.2,0.1
2021-12-13,10.4,2.1,0.0
2021-12-14,10.5,2.3,0.0
2021-12-15,10.4,1.4,1.0
2021-12-16,14.6,9.9,0.0
2021-12-17,14.2,6.2,0.0
2021-12-18,6.9,4.5,3.7
2021-12-19,7.3,-2.1,0.4
2021-12-20,1.9,-4.4,0.0
2021-12-21,5.6,-2.1,0.2
2021-12-22,8.2,-0.1,4.0
2021-12-23,2.3,-2.2,0.0
2021-12-24,5.8,-1.5,2.0
2021-12-25,9.1,0.5,4.8
2021-12-26,8.8,2.7,0.1
